tree_id,species,height_p99,height_p95,height_p90,height_p75,height_p50,height_p25,height_mean,height_std,height_cv,height_range,height_skewness,height_kurtosis,crown_diameter,height_width_ratio,x_range,y_range,crown_area_2d,crown_circularity,crown_volume_3d,total_points,point_density,intensity_mean,intensity_std,intensity_max,intensity_min,intensity_p25,intensity_p50,intensity_p75,intensity_p95,intensity_cv,intensity_range,intensity_skewness,intensity_kurtosis,red_mean,green_mean,blue_mean,egi_mean,vi_mean,nd_gr_mean,nd_rb_mean,hue_mean,hue_std,intensity_upper_mean,red_upper_mean,green_upper_mean,intensity_middle_mean,intensity_lower_mean,density_lower,density_middle,density_upper,density_ratio_upper_lower,density_ratio_middle_lower,density_ratio_upper_middle,canopy_cover_ratio,canopy_concentration,laser_penetration_proxy,vertical_centroid,vertical_std
14,larch,18.734055000000023,18.26512500000004,17.662100000000066,15.089699999999993,11.311300000000017,6.668675000000036,10.765517702326548,5.102794527413202,0.4739943463969631,19.102600000000052,-0.17925456068738763,-1.1310319572466094,4.185693447686488,4.563783811257041,4.59499999997206,5.705699999816716,18.70447380515047,0.8302307228167073,260.4659341316231,20116,77.23082892611453,0.2879957431110088,0.2131324441480653,0.993421052631579,0.006578947368421052,0.10526315789473684,0.24342105263157895,0.40789473684210525,0.7236842105263158,1.90186612738358e-05,0.9868421052631579,2.693202926853719e-05,1.742722847344755e-05,0.4214237112248956,0.49773637123434084,0.2598852437114735,0.27266481757334204,0.4242216055121332,0.09579410109958184,0.21826564113407268,82.99123748090612,12.70217967796804,0.38121062792115423,0.5376781836045229,0.6240751473731384,0.23247839606264667,0.24080209516597248,0.22802744084310997,0.344849870749652,0.427122688407238,1.8729293809938972,1.512205754141238,1.238541366388008,0.5786438655796381,0.23145754623185524,0.042851461523165636,0.5635001362289153,0.26712565448751413
15,larch,20.037494000000038,19.61319000000009,19.191440000000036,18.648150000000044,17.568700000000035,15.021600000000092,16.538030179760838,2.8473578757440965,0.17217031560726676,17.914999999999964,-1.2124234979190607,1.090718832770917,4.6118403776712436,3.884566361588084,5.489199999952689,4.81389999948442,17.760801613104363,0.843312882136918,180.89039418714364,13963,77.19038958782029,0.2684957802010577,0.17176674961828386,0.993421052631579,0.006578947368421052,0.14473684210526316,0.23026315789473684,0.35526315789473684,0.5921052631578947,1.6440615771403013e-05,0.9868421052631579,3.307490143747755e-05,5.606478098179237e-05,0.45974013911766815,0.5561802845018978,0.28193596469240134,0.29809397199296883,0.4326979903739083,0.10356321785411841,0.2396904931415963,82.37677038622198,6.941513727095458,0.291043954620804,0.5006897453248031,0.6009446512057086,0.21272593633230022,0.11215353472438491,0.01210341617130989,0.19759364033517152,0.7903029434935186,64.91764705882353,16.235294117647058,3.9985507246376812,0.9194299219365466,0.6088233187710378,0.0007877963188426556,0.7799402835479096,0.15893708488663702
16,larch,20.033731000000017,19.478625000000047,18.97716000000006,18.095550000000003,16.794950000000085,15.033600000000064,16.074734525483347,3.1813016021527787,0.19790694502055636,20.302999999999997,-2.17929608695713,6.497135872805835,4.916192267859719,4.129822205816445,6.0015000000130385,5.791699999943376,22.623380485824335,0.9284246458057199,236.95354859226904,11380,48.02629067008321,0.26912230598464526,0.18031392469542404,0.993421052631579,0.006578947368421052,0.13815789473684212,0.2236842105263158,0.3618421052631579,0.618421052631579,1.72185278598322e-05,0.9868421052631579,3.3815173752933286e-05,5.450083231543368e-05,0.4595191673989455,0.5520193733523726,0.27249629283831284,0.30288140083251586,0.4342937999778935,0.10127916726996337,0.2536396738439921,81.36813401003288,7.1458384751585315,0.289282183655536,0.48334180030755713,0.5786857940191125,0.17734202445725367,0.25608859104282444,0.02829525483304042,0.14490333919156415,0.8268014059753954,29.13312693498452,5.108359133126935,5.703030303030303,0.9646748681898066,0.6090509666080843,0.007469244288224956,0.7862352620540478,0.1566912083018657
17,larch,18.512764000000043,18.164780000000018,18.005120000000034,17.474700000000098,15.588500000000067,13.617799999999988,14.320375271149716,4.610955305625008,0.32198564758232273,18.76430000000005,-1.8970794718770132,2.818978075778852,4.237602575030608,4.428046203798729,4.370600000023842,4.386299999430776,14.169140444091203,0.8670359442745332,190.42460686995764,5993,31.47177299461442,0.22514973609562033,0.15350218656812506,0.9868421052631579,0.006578947368421052,0.11842105263157894,0.18421052631578946,0.29605263157894735,0.5328947368421053,1.7521027476150546e-05,0.9802631578947368,3.885731163973004e-05,7.936105545235175e-05,0.4490088697230102,0.5116815972801602,0.3160796971466711,0.21689301850646125,0.4056310058528393,0.07356969833416938,0.17782151247138597,80.11655002150994,8.48021317798826,0.2298790252770083,0.4831550999691612,0.5482651559930098,0.1834795321637427,0.22558530740160385,0.0952778241281495,0.04605372935090939,0.8586684465209411,8.998251748251748,0.48426573426573427,18.581227436823106,0.8870348740196896,0.5514767228433172,0.061571833806107125,0.7612740827608617,0.24573020606284254
18,larch,20.51104000000008,19.86366000000005,19.381500000000074,18.43500000000006,16.825300000000084,15.000200000000063,16.123317655464938,3.2950386483853156,0.20436480373281674,17.75139999999999,-1.2642108408500803,1.2050245720149064,6.152515601940074,2.8852263278320187,7.256799999973737,6.338699999265373,34.09636308406246,0.9108672584492936,302.65836555377336,21693,71.67487328595185,0.2230464229305112,0.15502262505840012,0.993421052631579,0.006578947368421052,0.11842105263157894,0.17763157894736842,0.2894736842105263,0.5197368421052632,1.7861431843665645e-05,0.9868421052631579,4.309030215766918e-05,9.90983980513175e-05,0.4577583710759231,0.5407830651016456,0.3136724332157839,0.2570235617994763,0.41900785363286047,0.09631326651691414,0.18859981216773955,83.48937808477939,8.858544314229308,0.25337481380337634,0.5146820373196448,0.598808940586848,0.16351510923879345,0.16085417030949467,0.06937721845756696,0.19757525469045314,0.7330475268519799,10.5597609561753,2.846613545816733,3.7095871238628413,0.8748905176785138,0.41515696307564653,0.004194901581155212,0.722321487627169,0.1856213396343566
19,larch,17.284924000000014,16.352880000000003,15.79696000000008,14.530000000000086,12.254500000000007,9.621000000000095,11.59176522000405,3.8860343417011074,0.33524094627621426,17.885999999999967,-0.8696656869476658,0.046099054376561366,4.969767299640443,3.598961262772814,6.211299999966286,4.90679999999702,23.256522239971858,0.8871321393811807,255.56982280511286,14977,58.602380498658675,0.3397349620294979,0.23450404363602861,1.0,0.006578947368421052,0.1513157894736842,0.2894736842105263,0.46710526315789475,0.8486842105263158,1.7738894069012847e-05,0.993421052631579,2.5974784526361425e-05,1.1261071256829321e-05,0.5304842425051746,0.5992044572511184,0.35241406615143217,0.22726199921972878,0.40908733280916,0.06712734440812772,0.2110066739992391,77.10178442165672,6.496375469701828,0.41351486267565835,0.5979274785254116,0.6697661283106657,0.29626364259330445,0.1971315168085503,0.11310676370434666,0.3375842959204113,0.549308940375242,4.8542772861356935,2.983480825958702,1.6270516116274472,0.7753889296921948,0.27041463577485475,0.010683047339253522,0.645122733982108,0.21726681995421637
20,larch,22.418170000000092,22.02695000000002,21.454800000000024,20.07645000000008,17.20150000000001,12.735400000000027,15.9515290509521,5.118183848166222,0.3208585102717707,22.813199999999938,-0.9707262671519822,0.3557414965566106,5.812659333268123,3.924744026457275,7.178399999975227,6.247700000181794,33.376706994755686,0.910565162908652,595.3312351941846,13287,22.318667683656912,0.2203727030377932,0.17072670448563543,0.993421052631579,0.006578947368421052,0.09210526315789473,0.17763157894736842,0.29605263157894735,0.5592105263157895,1.9909488627669995e-05,0.9868421052631579,3.9160659627094826e-05,7.338546381561611e-05,0.4742485018250922,0.5744695237826447,0.2754460421840897,0.30986246751778096,0.4366208222235929,0.10179032655436256,0.2642622338318109,80.99834648458749,6.391378901561651,0.24918224926788643,0.5267654894078612,0.6404435458141909,0.17432644465391545,0.19860197368421054,0.07827199518326183,0.26687739896139084,0.6548506058553474,8.359269932756964,3.4073006724303556,2.4533408514237385,0.8006321968841725,0.42033566644088205,0.017009106645593436,0.7012838642080925,0.2243518598077532
21,larch,21.535336000000008,20.96250000000009,20.654820000000008,19.72217500000005,18.216300000000047,15.707750000000004,16.63331664066567,5.005136190411254,0.30091029337309827,21.92420000000004,-2.0243719566442264,3.46223455966411,5.354296240415971,4.0946931233304475,5.2942000000039116,6.332899999804795,26.20338085479865,0.8806706387559383,372.4800884172111,7692,20.650768293912854,0.24620333497550428,0.17897978508833323,0.993421052631579,0.006578947368421052,0.09868421052631579,0.21052631578947367,0.34210526315789475,0.5986842105263158,1.8682134636557218e-05,0.9868421052631579,3.169590542377283e-05,4.530065959290215e-05,0.47563215028601147,0.5872639593083724,0.2629223137675507,0.33656609191223,0.44552203036220805,0.110744543245665,0.28756086398932595,81.59349103722776,6.002334882016276,0.2670651716704348,0.5006295787545788,0.6182658487345988,0.15724400020823573,0.19382066276803117,0.08775351014040561,0.07423296931877275,0.8380135205408217,9.53698224852071,0.8461538461538461,11.270979020979022,0.9089963598543942,0.5830733229329174,0.057722308892355696,0.7582587570203541,0.22829276281055838
22,larch,23.020079000000077,21.763125000000088,21.140829999999994,18.949275000000057,16.818550000000073,12.427700000000073,15.282292735679063,5.235512202619571,0.34258682861464934,23.33409999999992,-0.9433071800714925,0.43842299460386513,5.615887215182951,4.15501577965446,5.76859999995213,7.387299999594688,31.32318702381216,0.9125392074954626,448.5828691759296,25522,56.89472727053813,0.2523101844023113,0.18238970138853094,1.0,0.006578947368421052,0.11842105263157894,0.19736842105263158,0.34210526315789475,0.6118421052631579,1.8577273632260613e-05,0.993421052631579,3.6684793993749536e-05,6.0240769802059505e-05,0.4895007860865136,0.5801572540357339,0.3509268657922577,0.2264141412644965,0.40880471348394815,0.09090139548115488,0.15484880413824056,88.05902481139236,15.632249239897117,0.2933199258720875,0.5979076101691851,0.6974691137661774,0.20310558071033194,0.2069772301301859,0.08141995141446595,0.32618917012773296,0.5923908784578011,7.2727272727272725,4.004810004810005,1.8159980783089118,0.7659274351539848,0.27611472455136743,0.047527623227019825,0.6553581554754208,0.22437172218425347
23,larch,19.582664000000054,18.889930000000035,18.345010000000048,16.40005000000008,14.915550000000053,7.94975000000008,12.398620149164719,5.25702577536969,0.4240008736213964,19.906999999999925,-0.5034340432036187,-1.0995397062637782,4.973906724404469,4.002286552404362,5.049999999930151,5.9893000004813075,23.120230415085455,0.9004816845304146,321.45628874129824,16760,52.137726300598594,0.28540698404723025,0.1918581792209405,0.993421052631579,0.006578947368421052,0.13815789473684212,0.25,0.39473684210526316,0.6513157894736842,1.7275561383712682e-05,0.9868421052631579,2.8392649972757235e-05,3.1296912599108e-05,0.3720856951073986,0.46971933733591886,0.2800305787589499,0.26021406840664657,0.420071355788158,0.1249368151278782,0.12902430248751107,94.79702365436535,16.114674896069918,0.31509095137982696,0.45923143006772266,0.5739873880853994,0.2736668358172732,0.223583829882916,0.1955250596658711,0.2609785202863962,0.5434964200477327,2.7791336180597925,1.3346552776082978,2.0822857142857143,0.6439140811455847,0.3733293556085919,0.017899761336515514,0.6225910558680211,0.2640792573150002
24,larch,22.34586600000005,21.607880000000012,21.064520000000062,19.59910000000002,17.366300000000024,14.498400000000004,15.607621459540717,5.589934235953779,0.35815413963532394,22.846900000000005,-1.029045739117725,-0.15325391553214196,5.574804353138174,4.098242476086316,8.164700000081211,5.536999999545515,29.40451049534564,0.8389533883229012,445.7236931416485,23295,52.263319985991814,0.29086883338416875,0.1925920202450117,0.993421052631579,0.006578947368421052,0.13815789473684212,0.2631578947368421,0.3881578947368421,0.6776315789473685,1.701600272809095e-05,0.9868421052631579,3.006199293882921e-05,3.891199588641521e-05,0.4682422461901696,0.5756923763146597,0.34407061601201977,0.24625432212228404,0.4154181070800188,0.10765361468276996,0.14655278895821355,90.4490122912121,13.032624868904566,0.3146891571308959,0.5527251081495953,0.6785621227846776,0.2496744289242167,0.2576107184127984,0.15054732775273663,0.15024683408456752,0.6992058381626959,4.643386545039909,0.9980045610034207,4.652670665524136,0.7606782571367247,0.4095299420476497,0.020648207769907705,0.673129459994166,0.2446692652374623
25,cedar,23.15161200000009,22.76573000000003,22.407280000000036,21.166025000000047,19.671700000000044,18.30680000000001,18.747221696035286,4.116785563005603,0.21959443535340695,23.61500000000001,-2.038089503996243,4.199778095120597,6.548726291053053,3.6060447401286346,6.4954999999608845,8.620899999514222,33.876524805120184,0.8557246540710409,495.6837291060933,28148,56.78620932496931,0.2875206614660853,0.21547315145827708,1.0,0.006578947368421052,0.13157894736842105,0.23026315789473684,0.3815789473684211,0.7631578947368421,1.9259302362004296e-05,0.993421052631579,3.4877947029720796e-05,3.918618387049804e-05,0.5023280961347165,0.6134212743800626,0.39571181234013075,0.21827983453409608,0.4060932779393218,0.10118203679786135,0.11770457349507579,93.20047059733851,16.13425173265402,0.3053786365106986,0.5171645583257185,0.6355526834295564,0.18214008693825445,0.18111075234097512,0.028954099758419782,0.11016768509307943,0.8608782151485008,29.69730392156863,3.801470588235294,7.8120567375886525,0.905357396617877,0.6636705982663067,0.008846099189995738,0.7936066777910329,0.17432926373091687
26,cedar,20.840205000000065,19.808280000000053,19.283620000000088,18.254675000000077,16.600450000000023,12.778300000000058,15.020853796296338,4.411706041749857,0.29370541124259775,21.223100000000045,-1.0539642473040058,0.26632044408485633,4.991720401966011,4.25166040697904,4.536900000064634,6.081500000320375,21.946318130261236,0.883587521552657,304.6609906802343,11880,38.99416191575703,0.20431951089845826,0.146695685011521,0.993421052631579,0.006578947368421052,0.10526315789473684,0.16447368421052633,0.26973684210526316,0.4934210526315789,1.845117151435699e-05,0.9868421052631579,4.235201920038022e-05,9.721852561615485e-05,0.525859506523569,0.5777356902356903,0.35694839015151514,0.19827260300142574,0.3994242007421858,0.05339729477068904,0.1963244668332922,75.19884458000652,8.015428881897346,0.21227041484307782,0.5767190831556503,0.6236090751599147,0.1997884975189132,0.164501011094715,0.08106060606060606,0.23973063973063974,0.6792087542087543,8.37136929460581,2.9553941908713695,2.8325728325728328,0.8191919191919191,0.45925925925925926,0.005892255892255892,0.7025200746496154,0.2078728386404365
